Act Name,Page Types,Likes,Page Created,Facebook,Instagram,Twitter,Spotify,SoundCloud,Bandcamp,YouTube,Email,Website,Phone,Image,Address,Story,about,price range,artists we also like,general information,public transit,founding date,impressum,attire,culinary team,mission,company overview,products,awards,band interests,personal interests,general manager,hometown,press contact,booking agent,affiliation,personal information,genre,accessibility info,biography,gender,network,,influences,current location,record label,band members,members,release date,season,plot outline,schedule,directed by,written by,starring
Westerner Park,Live Music Venue,14109,31-Jan-11,westernerpark,https://www.instagram.com/westernerpark/,https://twitter.com/westernerpark,,,,,askus@westernerpark.ca,http://www.westernerpark.ca,(403) 343-7800,https://scontent-lax3-1.xx.fbcdn.net/v/t1.0-9/54525076_2312244848841370_4474714091109220352_o.png?_nc_cat=109&_nc_sid=6e5ad9&_nc_ohc=9v-rJwVVBowAX_9CukF&_nc_ht=scontent-lax3-1.xx&oh=c8e0a43cdf36dabeb0347a48dc825d36&oe=5EEA0ABB,"4847A 19 Street Red Deer, Alberta ",,"Each year, Westerner Park hosts more than 1,500 events and receives 1.5 million visitors, making us Central Alberta’s largest convention, trade show, agriculture, entertainment and sports facility. We are Your Destination for Celebration™.",,,Conveniently located between Edmonton and Calgary (only 75 minutes from each city’s international airport).,,1891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Manitoba Centennial Auditorium,Performance Art Theatre,2392,12-Apr-10,Western-Manitoba-Centennial-Auditorium-110800025619013,,,,,,,info@wmca.ca,http://www.wmca.ca,(204) 728-9510,https://scontent-lax3-1.xx.fbcdn.net/v/t31.0-8/28619273_2155720167793645_463203847211147652_o.jpg?_nc_cat=105&_nc_sid=6e5ad9&_nc_ohc=xYXNJlVdVP0AX98h0jg&_nc_ht=scontent-lax3-1.xx&oh=b328a2aba9ec4c6acfbd57ad8c2957c3&oe=5EE75351,"205 20th Street Brandon, Manitoba ",,...to encourage the fullest possible use and enjoyment of the facilities of the auditorium by the citizens of Western Manitoba.  Become a fan to get updates on upcoming events being held at WMCA!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Westernport-Hotel San Remo,Hotel | Pub | Australian Restaurant,6431,30-Nov-11,westernporthotel.sanremo,,,,,,,info@thewesternport.com.au,http://www.thewesternport.com.au,+61 3 5678 5205,https://scontent-lax3-2.xx.fbcdn.net/v/t1.0-9/95764825_1640726132761090_6062626026574315520_o.jpg?_nc_cat=107&_nc_sid=6e5ad9&_nc_ohc=2zxc6pNh4l0AX_m4ZSM&_nc_ht=scontent-lax3-2.xx&oh=a62fc2a9ae4cb456e513186b473d9f63&oe=5EE76EC5,"161 Marine Parade San Remo, Victoria ",,"Friendly staff: tick. Welcoming locals: tick. Cold beer: tick. Cool little wine list: tick. Great live entertainment EVERY Friday, Saturday, Sunday: tick.",,,,,,,,,,,,,,,,,,,,,,,,,,"The Westernport is where city smarts meets country hospitality - the best of both worlds.  Situated 90 minutes from Melbourne and only minutes from all that San... Remo, Phillip Island and the surrounding area has to offer, it's a great base for a weekend away or a night out.  Where else but The Westernport...?! See More Remo, Phillip Island and the surrounding area has to offer, it's a great base for a weekend away or a night out.  Where else but The Westernport...?!",,,,,,,,,,,,
Western Front,Art Gallery | Nonprofit Organization | Live Music Venue,4897,26-Sep-10,Western-Front-164127636934501,,,,,,,development@front.bc.ca,http://www.front.bc.ca,(604) 876-9343,https://scontent-lax3-1.xx.fbcdn.net/v/t1.0-9/51170955_2880742895272948_8808710863029534720_o.jpg?_nc_cat=102&_nc_sid=6e5ad9&_nc_ohc=zhtmq2HjtCgAX8gb423&_nc_ht=scontent-lax3-1.xx&oh=76ad27a320fa0d20c33164420fb5ff4f&oe=5EE877C3,"303 E 8th Ave Vancouver, British Columbia ",,The Western Front is one of Canada’s leading artist-run centres for contemporary art and new music.,,,Hours:  Tuesday - Saturday 12 - 5pm,,1973,,,,,"We produce and present visual art, exhibitions, new music concerts and workshops, media-art residencies, performance art and other artist driven initiatives.  T...he Western Front currently maintains programs in Exhibitions, Media Art and New Music, as well as an extensive archive of audio-visual materials. Through this diverse programming we continue to be a crucial platform for interdisciplinary, experimental art practices in Canada and internationally. See Morehe Western Front currently maintains programs in Exhibitions, Media Art and New Music, as well as an extensive archive of audio-visual materials. Through this diverse programming we continue to be a crucial platform for interdisciplinary, experimental art practices in Canada and internationally.",,,,,,,,,,,,,,,,"Visit us on our website to learn more about the Western Front's programming, events, and history, and to browse our online archive, and more!  http://www.front.bc.ca",,,,,,,,,,,,
West Town Bar & Grill,Pub | Bar & Grill | Breakfast & Brunch Restaurant,2867,26-May-11,westtownlocke,,,,,,,info@thewesttown.ca,http://www.thewesttown.ca,(905) 570-1412,https://scontent-lax3-2.xx.fbcdn.net/v/t31.0-8/13669515_1139683126053317_807988556176095032_o.jpg?_nc_cat=111&_nc_sid=6e5ad9&_nc_ohc=No53muMbwFAAX_OaP5K&_nc_ht=scontent-lax3-2.xx&oh=8ce77a8642d970dcdb078c5de693d1ff&oe=5EE7487D,"214 Locke Street Hamilton, Ontario ",,"Breakfast, lunch, dinner and drinks....The West Town is Locke Street’s living room",,,,,,,Casual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Van District,City Hall | Public & Government Service,2491,11-Mar-13,WestVanDistrict,,,,,,,info@westvancouver.ca,http://www.westvancouver.ca,(604) 925-7000,https://scontent-lax3-2.xx.fbcdn.net/v/t1.0-9/29541262_816121001908836_2202330496334036992_n.jpg?_nc_cat=106&_nc_sid=6e5ad9&_nc_ohc=o8gkiSfahKQAX9y-xvl&_nc_ht=scontent-lax3-2.xx&oh=95ddb7f0622fa94543e95d0c9d3d856f&oe=5EE68E47,"750 - 17th Street West Vancouver, British Columbia ",,"Residents and local government strive to ""inspire excellence and lead by example"", and our Vision and Mission guide us to pursue our treasured quality of life.",,,West Van District reserves the right to remove any comments deemed inappropriate from its Facebook page., West Vancouver bus schedules: http://www.westvancouver.ca/bluebus ... West Vancouver Seniors' Activity Centre Shuttle schedule: http://www.westvancouver.ca/Level3.aspx?id=6258  Metro Vancouver bus schedules: http://www.translink.ca See More West Vancouver Seniors' Activity Centre Shuttle schedule: http://www.westvancouver.ca/Level3.aspx?id=6258  Metro Vancouver bus schedules: http://www.translink.ca,,,,,"Vision West Vancouver will inspire excellence and lead by example. Collaborative government and a spirit of personal civic commitment will power the innovations... that shape our shared future. The strength of this relationship will secure our treasured quality of life and will be the measure of our success as a community.  Mission We champion the opportunities that demonstrate our deep commitment to:     - Foster a sense of shared and individual responsibility for community well being, social unity, inclusion and respect for our full heritage.    - Protect, restore, and defend our natural environment; legislate efforts to effect positive change.    - Encourage diversity in housing, land use and innovative infrastructure within our distinct neighbourhoods to meet changing needs.    - Enrich community vitality, health and understanding through integrating arts, learning, inter-cultural experiences and physical activity into our daily lives.    - Maximize the potential of our economic base and services, balancing the effective, long-term use of resources for current and future generations. See More that shape our shared future. The strength of this relationship will secure our treasured quality of life and will be the measure of our success as a community.  Mission We champion the opportunities that demonstrate our deep commitment to:     - Foster a sense of shared and individual responsibility for community well being, social unity, inclusion and respect for our full heritage.    - Protect, restore, and defend our natural environment; legislate efforts to effect positive change.    - Encourage diversity in housing, land use and innovative infrastructure within our distinct neighbourhoods to meet changing needs.    - Enrich community vitality, health and understanding through integrating arts, learning, inter-cultural experiences and physical activity into our daily lives.    - Maximize the potential of our economic base and services, balancing the effective, long-term use of resources for current and future generations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Westwood,Breakfast & Brunch Restaurant | Live Music Venue,2558,5-Mar-16,westwoodrestaurant,,,,,,,@westwoodbytreeline,http://www.thewestwood.ca,(403) 933-3002,https://scontent-lax3-1.xx.fbcdn.net/v/t1.0-9/69916788_2314398541942497_747760673886306304_n.jpg?_nc_cat=109&_nc_sid=6e5ad9&_nc_ohc=ujIlko0GWa0AX_HoYCh&_nc_ht=scontent-lax3-1.xx&oh=4742e55942258edc7d1d435a37fd5875&oe=5EE87C40,"115 Government Rd South Black Diamond, Alberta ",,Good Folk Serving Locally Sourced Food Espresso and Brew in Black Diamond Alberta.  Small but Mighty Music Venue.,,,,,,,,,,,,,,,,,,,,,,,,,,"Founded in 2016 by local outdoor good and apparel company 'Treeline Outdoors'.   We opened our seasonal food trailer 'Westwood Trailer'  in April 2016 (WILL RE-...OPEN APRIL 2017)  which was welcomed with open arms into the community which in turn led to the opening of  ""The Westwood Restaurant"" in January 2017. We are year round, full service restaurant and live music venue (right across the street) serving locally sourced food and brew.  Head to our website www.thewestwood.ca for upcoming music shows and follow the food trailer @westwoodtrailer for weekly specials and events. See MoreOPEN APRIL 2017)  which was welcomed with open arms into the community which in turn led to the opening of  ""The Westwood Restaurant"" in January 2017. We are year round, full service restaurant and live music venue (right across the street) serving locally sourced food and brew.  Head to our website www.thewestwood.ca for upcoming music shows and follow the food trailer @westwoodtrailer for weekly specials and events.",,,,,,,,,,,,
Wharf Rat Rally,Festival | Sports & Recreation | Performance & Event Venue,11197,7-Feb-10,wharfratrally,,,,,,,admin@wharfratrally.com,http://www.wharfratrally.com,(902) 245-5924,https://scontent-lax3-2.xx.fbcdn.net/v/t1.0-9/70591114_10163250473545643_8022424302433337344_n.png?_nc_cat=111&_nc_sid=6e5ad9&_nc_ohc=rEAJlZf4NhAAX-_f7_q&_nc_ht=scontent-lax3-2.xx&oh=997642b81cabdd521fad324e589a7849&oe=5EE6AF77,"109 Montague Row Digby, Nova Scotia ",,"September 2nd to 6th, 2020. Official Wharf Rat Rally Information Page on Facebook. Come join us at Atlantic Canada's Largest Motorcycle Rally for our 16th Annual.",,,,,,,,,,,"Rally Registration, T-shirts, Hoodies, and other motorcycle merchandise.",,,,,,,,,,,,,,,"House Rules:  In keeping a positive experience for our fans, we reserve the right to take down photos, comments and other material deemed unproductive, repetiti...ve, irrelevant or belligerent. We may block someone from further participation if he/she posts: •	Offensive or violent language •	Hateful or discriminatory comments regarding race, ethnicity, religion, gender, disability, sexual orientation, political beliefs or name-calling •	Links or comments containing sexually explicit content material •	Violations of copyright or intellectual property rights •	Spam, link baiting or files containing viruses that could damage the operation of other people’s computers or mobile devices •	Attacks on specific groups or any comments meant to harass, threaten or abuse an individual  Public posts that may be relevant to motorcycling or are charitable in nature should be posted on the Facebook GROUP (https://www.facebook.com/groups/2362891205/). This group is not administered by the Wharf Rat Rally Motorcycle Association but has been given permission to use the copyrighted name. While the Wharf Rat Rally Motorcycle Association Facebook Page offers rally event and sponsor information, the group provides a forum for discussion and information on non-rally topics. Posts relating to the timeline of the event should say “during” the Wharf Rat Rally.  NOTE: Please note that any misrepresentation of the Wharf Rat Rally, including using the name Wharf Rat Rally or the rat logo, will be reported to Facebook as per their trademark and copyright infringement policies.   The Wharf Rat Rally Motorcycle Association’s logo is trademarked and copyrighted and cannot be used without the explicit written permission of the Association.    Find out all the latest happenings about the rally and upcoming events from this page or on the Wharf Rat Rally Web site. See Moreve, irrelevant or belligerent. We may block someone from further participation if he/she posts: •	Offensive or violent language •	Hateful or discriminatory comments regarding race, ethnicity, religion, gender, disability, sexual orientation, political beliefs or name-calling •	Links or comments containing sexually explicit content material •	Violations of copyright or intellectual property rights •	Spam, link baiting or files containing viruses that could damage the operation of other people’s computers or mobile devices •	Attacks on specific groups or any comments meant to harass, threaten or abuse an individual  Public posts that may be relevant to motorcycling or are charitable in nature should be posted on the Facebook GROUP (https://www.facebook.com/groups/2362891205/). This group is not administered by the Wharf Rat Rally Motorcycle Association but has been given permission to use the copyrighted name. While the Wharf Rat Rally Motorcycle Association Facebook Page offers rally event and sponsor information, the group provides a forum for discussion and information on non-rally topics. Posts relating to the timeline of the event should say “during” the Wharf Rat Rally.  NOTE: Please note that any misrepresentation of the Wharf Rat Rally, including using the name Wharf Rat Rally or the rat logo, will be reported to Facebook as per their trademark and copyright infringement policies.   The Wharf Rat Rally Motorcycle Association’s logo is trademarked and copyrighted and cannot be used without the explicit written permission of the Association.    Find out all the latest happenings about the rally and upcoming events from this page or on the Wharf Rat Rally Web site.",,,,,,,,,,,,
WHAT'S UP? HOT DOG,Hot Dog Joint | Pub | Arts & Entertainment,2677,,whatsuphotdogvan,,,,,,,whatsuphotdogvan@gmail.com,http://www.whatsuphotdog.ca,(604) 879-8364,https://scontent-lax3-1.xx.fbcdn.net/v/t1.0-9/90146191_3384607118235585_922003670269165568_o.jpg?_nc_cat=108&_nc_sid=6e5ad9&_nc_ohc=4cnx33d-UnwAX9JXQUV&_nc_ht=scontent-lax3-1.xx&oh=d1d421f6a786bdc54f0ee96f4f031bc1&oe=5EE7FB96,"2481 Hastings Street East Vancouver, British Columbia ",,Full bar.  Pinball.  Hot dogs.  Punk.  Wings.  Vegan menu.  Burgers.  Movies.  Jokes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheat & Barley,Bar | Coffee Shop | Restaurant,319,31-Mar-19,wheatnbarley212,,,,,,,wheatnbarley212@gmail.com,,,https://scontent-lax3-1.xx.fbcdn.net/v/t1.0-9/56178445_1226752240782922_1675905086531829760_o.jpg?_nc_cat=105&_nc_sid=6e5ad9&_nc_ohc=Z6qfAw7WahIAX-vcA6H&_nc_ht=scontent-lax3-1.xx&oh=2d4f1091b6996ba6d58f0605ace346ac&oe=5EE89612,"212 E Georgia Street Vancouver, British Columbia ",,"Everything is made in house, from scratch with love and locally sourced ingredients. Our German chef puts a lot of pride in her food which YOU can taste.  Rotating food and drink menue cut to all dietary needs including keto, gf and vegan.",,,,,Apr-19,,Casual,Amelie Janzen,,,"Coffee,Brunch, Sandwiches, Beer, Cocktails, Vegan, Gluten free, Keto",,,,Amelie & Jordanna,,,,,,,,,,,,,,,,,,,,,,,
The Wheel Club,Live Music Venue | Bar,2216,12-Feb-11,wheelclubndg,,,,,,,cliff@csproductions.biz,http://www.wheelclubndg.com,(514) 489-3322,https://scontent-lax3-1.xx.fbcdn.net/v/t1.0-9/88107584_3537692192968589_5147402709506195456_n.jpg?_nc_cat=103&_nc_sid=6e5ad9&_nc_ohc=vSeT30Wz0BkAX8SiJ_b&_nc_ht=scontent-lax3-1.xx&oh=ec000d091317ed975d7004e0fdfb4838&oe=5EE95030,"3373 Cavendish Montreal, Quebec ",,"Historical Montreal music and performance venue. The Wheel Club is available for your special events, capacity 200 persons. Call us and reserve your date.",,,,"Comment s'y rendre par métro: Station Vendôme + L'autobus 105 qui vous débarque au coin et passe au 5 minutes! Demandez l'arrêt Cavendish (y'a une grosse épicer...ie Provigo au coin de l'arrêt), ensuite vous traversez la rue vers le sud, vous y êtes presque, cherchez la grande roue!  How to get there by metro:  Vendome metro + 105 Bus which drops you off right at the corner, request the Cavendish stop, there's a big Provigo Grocery store right on the corner. After that you just cross the street heading south. You're almost there, look for the big wheel! See Moreie Provigo au coin de l'arrêt), ensuite vous traversez la rue vers le sud, vous y êtes presque, cherchez la grande roue!  How to get there by metro:  Vendome metro + 105 Bus which drops you off right at the corner, request the Cavendish stop, there's a big Provigo Grocery store right on the corner. After that you just cross the street heading south. You're almost there, look for the big wheel!",,,,,,,,,,,,,,,,,,,,,,"The Wheel Club is available for your special event, capacity is 200 persons. Call us and reserve a date to celebrate your birthday party, a wedding, a bridal sh...ower, a stag party, banquets, a karaoke night, fund raisers, dances, etc.   We are equipped for live bands or DJ's. For a small rental fee ($50.00) our complete sound system is available. See Moreower, a stag party, banquets, a karaoke night, fund raisers, dances, etc.   We are equipped for live bands or DJ's. For a small rental fee ($50.00) our complete sound system is available.",,,,,,,,,,,,
Wheelhouse Brewing Company,Brewery | Beer Bar,2893,15-May-12,wheelhousebrewing,,,,,,,,http://www.wheelhousebrewing.com,(250) 624-2739,https://scontent-lax3-1.xx.fbcdn.net/v/t31.0-8/12493659_1084145591620050_1542675260516790533_o.jpg?_nc_cat=100&_nc_sid=6e5ad9&_nc_ohc=slM7wSHGwysAX-ghrh0&_nc_ht=scontent-lax3-1.xx&oh=ab42f6560d853fd57695ea3e6271840a&oe=5EE8594C,"217 1st  Ave. E. Prince Rupert, British Columbia ",,We are a little brewery at the end of the road on the Left Coast of British Columbia.,,,,,,,,,,,,,,,,,,,,,,,,,,We are a little brewery at the end of the road on the left side of British Columbia.,,,,,,,,,,,,
Wheelers Hill Hotel,Pub | Family Style Restaurant,4416,17-Aug-11,wheelershillhotel,,,,,,,wheelershillhotel@alhgroup.com.au,http://www.wheelershillhotel.com.au,+61 3 9560 8922,https://scontent-lax3-1.xx.fbcdn.net/v/t1.0-9/62228271_2342095125810584_3385445328973987840_o.jpg?_nc_cat=108&_nc_sid=6e5ad9&_nc_ohc=Lm6gVosImOAAX_wEXhA&_nc_ht=scontent-lax3-1.xx&oh=f9d5039088e334e32ba780a089ae1f88&oe=5EE893A5,"Corner Ferntree Gully Road and Jells Road Wheelers Hill, Victoria ",,"Delicious food and amazing views are not always easy to come by, but at the Wheelers Hill Hotel you can enjoy both.",,,,,,,,,,,,,,,,,,,,,,,,,,"The Wheelers Hill Hotel offers all the facilities you would expect from a fantastic, local hotel including delicious food, an expansive selection of beverages, ...live entertainment, sports bar & TAB,  gaming room, flexible function facilities and the convenience of a drive-through bottleshop. See Morelive entertainment, sports bar & TAB,  gaming room, flexible function facilities and the convenience of a drive-through bottleshop.",,,,,,,,,,,,
Whippletree Coffee,Coffee Shop | Restaurant,1071,10-May-16,whippletreecoffee,,,,,,,whippletreecoffee@icloud.com,,(306) 745-3310,https://scontent-lax3-2.xx.fbcdn.net/v/t1.0-9/35695461_2069760716390378_3595072602403504128_n.jpg?_nc_cat=111&_nc_sid=6e5ad9&_nc_ohc=fagUJ9J5y3cAX-1coN1&_nc_ht=scontent-lax3-2.xx&oh=6f2d95a0ad3b8d92f4cedd807fefe1a2&oe=5EE79A0A,"604 Veterans Avenue (in The Maple Leaf Theatre) Esterhazy, Saskatchewan ",,"Whippletree Coffee is a specialty coffee shop serving coffee, tea, cappuccinos, lattes, iced coffees, smoothies, and fresh baking!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiskey's Lounge,Lounge | Pub | Bar & Grill,603,19-Apr-13,whiskeysloungedartmouth,,,,,,,info@whiskeyslounge.ca,,(902) 469-7743,https://scontent-lax3-1.xx.fbcdn.net/v/t31.0-8/10842182_576035412531124_1688095555168025179_o.jpg?_nc_cat=105&_nc_sid=6e5ad9&_nc_ohc=Pqs61foylxwAX-JDElk&_nc_ht=scontent-lax3-1.xx&oh=34c8513d813a4d5f1b55a728e5f9065c&oe=5EE98DF1,"27 Portland St Dartmouth, Nova Scotia ",,Enjoy the historic atmosphere.,,,,,,,,,,,,,,,,,,,,,,,,,,"In the 50s, this building was a restaurant and dance hall know as the “White Lantern”  In the 90,s the current owners restored the restaurant’s exterior to its ...original form.  Whiskey’s and Revana has been used in three feature movies:  “The Christmas Shoes” with Rob Lowe  “Reversible Errors” with Tom Selleck (The “Jackson Aires Attorney at Law” sign from the movie is still displayed at Whiskey’s!)  “Trailer Park Boys: The Movie” See Moreoriginal form.  Whiskey’s and Revana has been used in three feature movies:  “The Christmas Shoes” with Rob Lowe  “Reversible Errors” with Tom Selleck (The “Jackson Aires Attorney at Law” sign from the movie is still displayed at Whiskey’s!)  “Trailer Park Boys: The Movie”",,,,,,,,,,,,
White Room,Live Music Venue | Community,1184,21-Jan-17,whiteroomNanaimo,,,,,,,,,(250) 802-2884,https://scontent-lax3-1.xx.fbcdn.net/v/t1.0-9/18700002_1942870299282990_1614896364571272827_n.jpg?_nc_cat=100&_nc_sid=6e5ad9&_nc_ohc=yXE_HBdg4s4AX8ng3mp&_nc_ht=scontent-lax3-1.xx&oh=62a14efaef9dced7b22f3dcdf93b35fd&oe=5EE98ACB,"4 church st Nanaimo, British Columbia ",,"A second story walk up loft space that is a studio, venue, gallery, rental hall, and record store. Visiting us may prove challenging for those mobility concerns.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White Sails Brewing,Brewery | Beer Bar,3182,15-Aug-15,whitesailsbrewing,,,,,,,info@whitesailsbrewing.com,http://www.whitesailsbrewing.com,(250) 754-2337,https://scontent-lax3-1.xx.fbcdn.net/v/t1.0-9/95273396_1759449360864418_3147805913767739392_o.jpg?_nc_cat=110&_nc_sid=6e5ad9&_nc_ohc=6U6tljvODK4AX84c_UV&_nc_ht=scontent-lax3-1.xx&oh=9cb4c393a9c3a1e39c37fea2c831ed1c&oe=5EE8EB20,"125 Comox Road Nanaimo, British Columbia ",,Downtown Nanaimo’s local craft brewery and Taproom.  🍺  // Award-winning craft beer 🍽 // Locally sourced eats ☕  // Full coffee bar 🙌  // Event venue,,,,,Nov-15,,,,,,🙌 // Good times,World Beer Awards - 2018 Canada Gold Wheat Beer (Belgian Witbier) World Beer Awards - 2017 Worlds Best Black IPA (Snake Island CDA) World Beer Awards - 2017 Canada Gold IPA (Mount Benson IPA),,,,,,,,,,,,,,"White Sails Brewing opened in November 2015 with a goal of creating a unique gathering space celebrating our local Nanaimo community.   Locally owned and operat...ed, we are passionate about brewing amazing craft beer and celebrating all things Nanaimo in our large West-Coast inspired Taproom.   Visit our taproom and sample our award-winning, locally-inspired craft beer, enjoy a bite to eat from one of our local food providers, grab a coffee, or check out one of our community events. See Moreed, we are passionate about brewing amazing craft beer and celebrating all things Nanaimo in our large West-Coast inspired Taproom.   Visit our taproom and sample our award-winning, locally-inspired craft beer, enjoy a bite to eat from one of our local food providers, grab a coffee, or check out one of our community events.",,,,,,,,,,,,
Whitetooth Brewing Company,Brewery | Lounge,2471,2-Sep-14,WhitetoothBrewing,,,,,,,info@whitetoothbrewing.com,https://order.whitetoothbrewing.com,(250) 344-2838,https://video-lax3-1.xx.fbcdn.net/v/t39.24130-2/88187310_3389055284443915_6483471731574899840_n.mp4?_nc_cat=100&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9oZCJ9&_nc_ohc=d_3z69XJiaIAX-2dOgc&_nc_ht=video-lax3-1.xx&oh=a0d3c05c31bc909f98a75c82cf82ef90&oe=5EE747CA,"623 - 8th Ave. North Golden, British Columbia ",,"Whitetooth Brewing Company crafts small batch Belgian-inspired and West Coast influenced beers in the town of Golden BC. Our Tasting Room is open everyday, 2pm until 10pm. Must be 19+ to enjoy our Tasting Room.",,,,,,,,,,,,,,,,,,,,,,,,,,"Whitetooth Brewing Company crafts small batch Belgian-inspired and West Coast influenced beers in the town of Golden BC. You will find our brewery nestled betwe...en the Purcell Range and the Rocky Mountains near the confluence of the Kicking Horse and Columbia Rivers. Our goal is to combine the best experiences that our expansive mountain playground has to offer with the perfect beverage afterwards.  Our tasting room is open from 2pm until 10pm, everyday except Tuesday. Must be 19 years of age or older. See Moreen the Purcell Range and the Rocky Mountains near the confluence of the Kicking Horse and Columbia Rivers. Our goal is to combine the best experiences that our expansive mountain playground has to offer with the perfect beverage afterwards.  Our tasting room is open from 2pm until 10pm, everyday except Tuesday. Must be 19 years of age or older.",,,,,,,,,,,,
White Squirrel Golf Club,Restaurant | Live Music Venue | Golf Course & Country Club,2048,21-Jun-18,whitesquirrelgolfclub,,,,,,,proshop@whitesquirrelgolfclub.com,http://www.whitesquirrelgolfclub.com,(519) 236-4030,https://scontent-lax3-1.xx.fbcdn.net/v/t1.0-9/87261205_1155861024588887_2916130464378912768_n.jpg?_nc_cat=104&_nc_sid=6e5ad9&_nc_ohc=I1onzmgPEuYAX-X5XwM&_nc_ht=scontent-lax3-1.xx&oh=e44f7a1cae1e5f303d42d6399063fd3c&oe=5EE91E31,"72538  Bluewater HWY Zurich, Ontario ",,Welcome to the White Squirrel Golf Club Facebook page,,,,,,,Casual,,,,"Public golf course, Full kitchen and bar, live music",,,,,,,,,,,,,,,,,,,,,,,,,,,
Whitewater Brewing Company,Brewery | Pub | Restaurant,14062,27-Mar-11,WhitewaterBrewingCompany,,,,,,,thebreweryboys@whitewaterbeer.com,https://whitewaterbeer.ca/drivethrough,(613) 646-0101,https://scontent-lax3-2.xx.fbcdn.net/v/t1.0-9/82212133_2909368409083740_6756137277782491136_o.jpg?_nc_cat=111&_nc_sid=6e5ad9&_nc_ohc=y2dJjpdntooAX-Rqggc&_nc_ht=scontent-lax3-2.xx&oh=f442f9feef2f3a6704dbccc8da3b6a0b&oe=5EE75F88,"78 Pembroke Street Cobden, Ontario ",,"Brewed by friends, for friends.",,,,,Oct-11,,Casual,,,,"Farmer's Daughter Blonde Ale Whistling Paddler English Style Ale Class V IPA... Midnight Stout (Oatmeal Stout) Legion Lager KLR93 Kolsch-Style Ale Astrolabe Session IPA Plus, seasonals! See More Midnight Stout (Oatmeal Stout) Legion Lager KLR93 Kolsch-Style Ale Astrolabe Session IPA Plus, seasonals!","Dads Approval Award, Our friends ""Wow, you've actually done something impressive"" award",,,,,,,,,,,,,,"Official Facebook Page of Whitewater Brewing Co.   Whitewater Brewing Company believes in the pursuit of the ultimate balance between work and play. Our adventu...res live on through the stories we share with the good people we surround ourselves with. We recognize the important role that good beer plays in sharing these moments, so we work hard to carefully nurture a handcrafted beer using the highest quality ingredients brewed under small batch conditions. The result is a variety of beers worthy of the adventurous spirit inside us all. Whitewater Beer is brewed by friends, for friends. See Moreres live on through the stories we share with the good people we surround ourselves with. We recognize the important role that good beer plays in sharing these moments, so we work hard to carefully nurture a handcrafted beer using the highest quality ingredients brewed under small batch conditions. The result is a variety of beers worthy of the adventurous spirit inside us all. Whitewater Beer is brewed by friends, for friends.",,,,,,,,,,,,
WHY NOT Cafe & Bar,Restaurant | Bar,1028,6-Nov-17,whynotyeg,,,,,,,,http://whynoteat.ca,(780) 297-5757,https://scontent-lax3-1.xx.fbcdn.net/v/t31.0-8/26232952_404170480016202_4705227549256778670_o.jpg?_nc_cat=104&_nc_sid=6e5ad9&_nc_ohc=-GYeJKUhw7IAX-EyzqZ&_nc_ht=scontent-lax3-1.xx&oh=4bd7f0eae4fb4301b33e159bac4ce06f&oe=5EE7245B,"8534 109 Street Edmonton, Alberta ",,"Cafe from Chef Levi Biddlecombe & Hospitality Expert Adrienne Livingston. Small menu, Seafood & Charcuterie is what we do. Chef inspired Cocktails. A YEG institution for art, music & grub!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Wiggle Room,Performance Art Theatre | Lounge,10887,21-Jun-13,wiggleroommtl,,,,,,,wiggleroommtl@gmail.com,http://wiggleroom.ca,(514) 508-9465,https://scontent-lax3-1.xx.fbcdn.net/v/t1.0-9/88992190_3371562402861132_6847158135979769856_n.jpg?_nc_cat=104&_nc_sid=6e5ad9&_nc_ohc=8MJ-uyuMxW0AX_I6D-b&_nc_ht=scontent-lax3-1.xx&oh=fb9dcfd79bd1083b1fd21967c89fe3a6&oe=5EE9E3A8,"3874 Blvd. St. Laurent Montreal, Quebec ",,"Montreal's premiere destination for burlesque, cocktails, and variety entertainment, right on The Main!",,,,,,,,,,,,,,,,,,,,,,,,,,"Welcome to Montreal's brand-spanking-new burlesque and cocktail destination, The Wiggle Room. Located in the heart of Montreal's notorious St-Laurent boulevard,... across from Schwartz's, The Wiggle Room is the bootleg baby of this city's bawdy family tree. Born out of a desire to bring a traditional vaudeville spirit back to the street that was once known as Montreal’s “hardened artery,” The Wiggle Room is committed to providing high quality live shows, cocktails and service.  Stay tuned for event information, casting calls and all the exciting news. And remember, “A little wiggle goes a long way!” See More across from Schwartz's, The Wiggle Room is the bootleg baby of this city's bawdy family tree. Born out of a desire to bring a traditional vaudeville spirit back to the street that was once known as Montreal’s “hardened artery,” The Wiggle Room is committed to providing high quality live shows, cocktails and service.  Stay tuned for event information, casting calls and all the exciting news. And remember, “A little wiggle goes a long way!”",,,,,,,,,,,,
